Price,Close,High,Low,Open,Volume,MA_7,MA_30
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,
Date,,,,,,,
2023-01-03,123.33065032958984,129.07956676089162,122.44316513126005,128.4681939201586,112117500,,
2023-01-04,124.60269165039062,126.87070818781424,123.34049402108371,125.12531965096696,89113600,,
2023-01-05,123.28134155273438,125.99309725880703,123.02496279365805,125.36199835089351,80962700,,
2023-01-06,127.81735229492188,128.47803270861587,123.15313725839339,124.25756397513359,87754700,,
2023-01-09,128.33998107910156,131.55465346679887,128.08360234953716,128.65553802002677,70790800,,
2023-01-10,128.9119110107422,129.43453900512318,126.33820813140562,128.44844617850507,63896200,,
2023-01-11,131.63352966308594,131.65324068500396,128.64566976510943,129.42467643515656,69458900,126.84535108293805,
2023-01-12,131.55465698242188,132.3928269168101,129.61205277186403,132.0181218476768,71379600,128.02020917619978,
2023-01-13,132.88587951660156,133.04365799858422,129.82900042275443,130.19384999657817,57809700,129.20352172851562,
2023-01-17,134.04949951171875,135.38071617959397,132.26467339365607,132.95493555995287,63646600,130.74183000837053,
2023-01-18,133.32960510253906,136.68231437744225,133.15210058630623,134.91721500516473,69672800,131.52929469517298,
2023-01-19,133.38880920410156,134.3551761664197,131.90966964997585,132.21535608370812,58280400,132.25055585588728,
2023-01-20,135.95263671875,136.10055969629155,132.3534032973474,133.3986594670003,80223600,133.2563738141741,
2023-01-23,139.1475830078125,141.32685514540398,135.9822178760608,136.19915953850284,81760300,134.3298100062779,
2023-01-24,140.5478057861328,141.169049065949,138.34882305195495,138.35867856319985,66435100,135.61454554966517,
2023-01-25,139.88717651367188,140.4492417915874,136.87958936131886,138.93066494314343,65799300,136.61473083496094,
2023-01-26,141.95794677734375,142.24390711048304,139.9265826744515,141.17892492583348,54105100,137.74450901576452,
2023-01-27,143.90052795410156,145.18245171809102,141.09017225065355,141.16906148730033,70555800,139.25464085170202,
2023-01-30,141.01129150390625,143.5258315295515,140.863383580403,142.94404030165967,64015300,140.34356689453125,
2023-01-31,142.28335571289062,142.3326633733732,140.30131415280843,140.71547141700836,65874500,141.24795532226562,
2023-02-01,143.4075164794922,144.571114195543,139.3546881653997,141.967828937729,77663600,141.8565172467913,
2023-02-02,148.72256469726562,149.07754375931228,146.10940902226113,146.82925275349945,118339000,143.0243399483817,
2023-02-03,152.35134887695312,155.1913011660709,145.77411121969988,145.97132678498124,154357300,144.804936000279,
2023-02-06,149.61985778808594,150.97081516891853,148.68307262827912,150.44818718355526,69858300,145.89949471609933,
2023-02-07,152.499267578125,153.07120329051187,148.54504029445562,148.54504029445562,83322600,147.12788609095983,
2023-02-08,149.8072509765625,152.4302620416696,149.06768120571854,151.73999993153234,64120100,148.38445172991072,
2023-02-09,148.77182006835938,152.1837078719676,148.3280813053058,151.64135380753217,56007100,149.3113752092634,
2023-02-10,149.1372528076172,149.46316214008027,147.3694580195322,147.60648709847575,57450700,150.1299089704241,
2023-02-13,151.94203186035156,152.34693578344766,149.04836048379,149.07798723256394,62199000,150.58983285086495,
2023-02-14,151.30010986328125,151.86304832604316,148.98913264360064,150.23350151506878,61707600,150.43965584891183,139.1791084289551
2023-02-15,153.40365600585938,153.57154591974012,150.98404302296422,151.21118642767874,65573800,150.9801984514509,140.1815419514974
2023-02-16,151.8037872314453,154.39129073768956,151.44825113314346,151.6062554560653,68167900,150.88084411621094,141.08824513753254
2023-02-17,150.65817260742188,151.10258897284194,148.97925796607987,150.46065589718617,59144100,151.00240434919084,142.0008061726888
2023-02-21,146.6386260986328,149.4236611977066,146.56950203742764,148.33729678255915,58867200,150.69766235351562,142.62818196614583
2023-02-22,147.06329345703125,148.09038924690807,145.33499611487431,147.0237810788301,51011300,150.40138244628906,143.25229237874348
2023-02-23,147.54722595214844,148.47557105445037,145.41402441253163,148.22867140254277,48394200,149.77355303083147,143.87346954345702
2023-02-24,144.890625,145.36466819935794,143.91289677361027,145.28565848787133,55469600,148.85791233607702,144.31537272135418
2023-02-27,146.0855712890625,147.32006943922315,145.6213987790375,145.8781840387877,44998500,147.8124716622489,144.79973653157552
2023-02-28,145.5819091796875,147.2311969873109,145.0091001993268,145.2263730908277,50547000,146.9236319405692,145.22293752034506
2023-03-01,143.50791931152344,145.4041064076396,143.21163678129003,145.00907308036537,55479000,145.90216718401228,145.53821818033853
2023-03-02,144.10052490234375,144.89060684866965,142.11544194013547,142.58950014966683,52238100,145.53958129882812,145.89724884033203
2023-03-03,149.15701293945312,149.236022634522,145.50290119247913,146.20408774818284,70732300,145.83868408203125,146.42285563151043
2023-03-06,151.9222869873047,154.36165661510182,151.55688034550414,151.88277460629178,87558000,146.46369280133928,146.9551773071289
2023-03-07,149.719970703125,152.11982833887177,149.25579810311828,151.79391895570362,56182000,147.15359933035714,147.30759023030598
2023-03-08,150.97418212890625,151.56674727343432,149.9470862905562,150.91492862836495,47204800,147.85197230747767,147.65513610839844
2023-03-09,148.72247314453125,152.62348469471294,148.36693703717327,151.65564226284476,53833600,148.30062430245536,147.94964599609375
2023-03-10,146.6584014892578,149.06814463866203,145.77943928176788,148.3472018339828,68572400,148.75069318498885,148.10632781982423
2023-03-13,148.6039581298828,151.2408445051467,145.86830586973156,145.97694231528436,84457100,149.39404078892298,148.2631088256836
2023-03-14,150.69761657714844,151.49756876564638,148.2385065265146,149.40386525307858,73695900,149.61412702287947,148.585986328125
2023-03-15,151.09271240234375,151.34948260848185,148.06077752387876,149.31503194180715,77167900,149.49561636788505,148.87963155110677
2023-03-16,153.91725158691406,154.51968735037045,149.7594547490333,150.27301025301884,76161100,150.09522792271204,149.2299560546875
2023-03-17,153.0778045654297,154.79623179656093,152.3667322676899,154.14441301203934,98944600,150.39574541364397,149.37513071695963
2023-03-20,155.447998046875,155.8628026785515,152.23830291826783,153.14690680049927,73641400,151.35653468540735,149.47835235595704
2023-03-21,157.3046875,157.4231944974596,154.59866219140062,155.36900288355957,73938300,152.87743268694197,149.73451334635416
2023-03-22,155.8726806640625,160.12922799549253,155.85292447362312,157.32445173541882,75701800,153.9158216203962,149.84696044921876
2023-03-23,156.95904541015625,159.54656410725272,155.72454710395584,156.86029458739586,67622100,154.81031145368303,150.0853535970052
2023-03-24,158.26266479492188,158.35154504613158,155.8924343453171,156.88990343786057,59196500,155.8345903669085,150.40171508789064
2023-03-27,156.31707763671875,158.7762031421057,155.91215866543004,157.95649464031004,52390300,156.17742265973772,150.64104258219402
2023-03-28,155.69491577148438,156.5245100617194,154.04562789125012,156.0109545619661,45992200,156.5512956891741,150.7661387125651
2023-03-29,158.77621459960938,159.0527409732352,157.37382654206215,157.39356766192319,51305700,157.0267551967076,151.01534220377604
2023-03-30,160.3465118408203,160.45514829132492,159.27003296644855,159.5268031814781,49501700,157.46130153111048,151.24677073160808
2023-03-31,162.85498046875,162.95374634284104,159.9020707098414,160.42549668949934,68749800,158.45877293178015,151.61514383951823
2023-04-03,164.10923767089844,164.22774466628186,162.18342364813336,162.23280658606208,56976200,159.480228969029,152.06351267496746
2023-04-04,163.57595825195312,164.77094409936112,163.06240276891677,164.53393008377392,46278300,160.23927089146204,152.62809041341146
2023-04-05,161.72914123535156,163.00315186770885,159.79345641920935,162.69699871298138,51511700,161.0124228341239,153.11695200602213
2023-04-06,162.6179962158203,162.91427882271006,159.99098020805553,160.41564039126865,45390100,162.00143432617188,153.6193110148112
2023-04-10,160.02059936523438,160.02059936523438,158.09478511621296,159.41816361866267,47716900,162.179203578404,154.12364349365234
2023-04-11,158.80584716796875,160.34649846878187,158.51943515436048,160.33662790848967,47644200,161.95910862513952,154.5476526896159
2023-04-12,158.11453247070312,160.05021717246308,157.79849370413785,159.22063801456596,50133100,161.28190176827567,154.9654067993164
2023-04-13,163.50680541992188,163.7438344852104,159.41814822842684,159.625550544249,68445600,161.19584001813615,155.632036336263
2023-04-14,163.16116333007812,164.25739832506682,161.78840194622364,162.5488419808256,49386500,161.13658360072546,156.26739095052082
2023-04-17,163.180908203125,163.33892759169828,161.99579292794192,163.04264500551295,41516200,161.34397888183594,156.73485412597657
2023-04-18,164.40553283691406,165.33387789076258,163.5956947875371,164.04012619342146,49923000,161.5993412562779,157.15096232096354
2023-04-19,165.55113220214844,166.07455817257474,163.48703999868027,163.74382523896543,47720200,162.38941737583704,157.6786677042643
2023-04-20,164.58331298828125,165.78818457608216,163.50683405035483,164.03026014199096,52456400,163.2147696358817,158.13230539957684
2023-04-21,162.97354125976562,164.38580016361834,162.4501151557234,163.00316801512196,58337300,163.9089137486049,158.60734100341796
2023-04-24,163.27964782714844,163.54630361878327,161.85750369783725,162.9537385417183,41949600,163.87646266392298,159.16138254801433
2023-04-25,161.739013671875,164.2475072794641,161.69950129216383,163.1414017604714,48714100,163.67329842703683,159.5992177327474
2023-04-26,161.72914123535156,163.23029532612622,160.78105501874768,161.0378252295865,45498800,163.46590314592635,159.96693522135416
2023-04-27,166.3214874267578,166.46962119212645,163.14141866066578,163.14141866066578,64902300,163.73961094447546,160.4745610555013
2023-04-28,167.57571411132812,167.74361912541863,165.79804878354395,166.40048449959994,55275900,164.0288369315011,160.92984313964843
2023-05-01,167.48683166503906,168.33616700655767,166.548616072207,167.18067853080987,52472900,164.4436253138951,161.41014404296874
2023-05-02,166.44984436035156,168.237410301642,165.46224586153255,167.98062504743248,48425700,164.94024004255022,161.77687225341796
2023-05-03,165.3733673095703,168.80033534118735,165.08697037258037,167.3979472668269,65136000,165.23934282575334,162.04582824707032
2023-05-04,163.7339630126953,164.96846124572582,162.27232132426357,162.84513031273676,81235400,165.52433558872767,162.30787099202473
